id,product_name,categoria_principal,rango_descuento,discounted_price,actual_price,discount_percentage,rating,rating_count,buen_rating,probabilidad_buen_rating,nivel_riesgo
P1446,IONIX Tap filter Multilayer | Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Clean Purifier Filter Cartridge Five Layer Water Filter-Pack of 1,Home&Kitchen,Alto,199.0,699.0,72.0,2.9,159.0,0,0.503659443886962,Alto
P0733,"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",Electronics,Alto,95.0,499.0,81.0,4.2,1949.0,1,0.4746093565808393,Alto
P0772,"STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)",Electronics,Alto,99.0,499.0,80.0,4.1,2451.0,1,0.48043075797798623,Alto
P0494,"boAt Wave Lite Smartwatch with 1.69 Inches(4.29cm) HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Scarlet Red)",Electronics,Alto,1499.0,6990.0,79.0,3.9,21796.0,0,0.637516748502087,Alto
P1185,"MILTON Smart Egg Boiler 360-Watts (Transparent and Silver Grey), Boil Up to 7 Eggs",Home&Kitchen,Medio,1099.0,1899.0,42.0,4.3,1811.0,1,0.6414558226065987,Alto
P1238,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen,Medio,2899.0,5500.0,47.0,3.8,8958.0,0,0.6921916611830592,Medio
P0502,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,Medio,970.0,1999.0,51.0,4.4,184.0,1,0.8270841818345852,Medio
P0340,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Bajo,6499.0,8999.0,28.0,4.0,7807.0,1,0.7890859026027564,Medio
P0086,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black),Electronics,Medio,27999.0,40990.0,32.0,4.3,4703.0,1,0.9550379971591741,Bajo
P0521,"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black",Electronics,Bajo,949.0,999.0,5.0,4.2,31539.0,1,0.8284114146085351,Medio
P0482,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics,Alto,2199.0,9999.0,78.0,4.2,29472.0,1,0.7010476897035777,Medio
P1076,"Bajaj New Shakti Neo 25L Vertical Storage Water Heater (Geyser 25 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",Home&Kitchen,Medio,6299.0,15270.0,59.0,4.1,3233.0,1,0.7423195559465186,Medio
P0058,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast Charging Multi Purpose Cable 1.25 Mtr Long, Type C cable, Micro Usb Cable and Cable for iPhone, White",Computers&Accessories,Alto,348.0,1499.0,77.0,4.2,656.0,1,0.7559880833066803,Medio
P0186,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",Computers&Accessories,Medio,949.0,1999.0,53.0,4.4,13552.0,1,0.8500028363262273,Bajo
P1116,"Crompton Insta Comfort Heater 2000 Watts Heat Convector with Adjustable Thermostats, Hybrid Cyan, Standard (‎ACGRH- INSTACOMFORT)",Home&Kitchen,Bajo,1959.0,2400.0,18.0,4.0,237.0,1,0.7253377173850136,Medio
P1246,"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",Home&Kitchen,Bajo,1349.0,1850.0,27.0,4.4,638.0,1,0.6901340429578331,Medio
P0621,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories,Alto,199.0,999.0,80.0,3.9,7928.0,0,0.762546939269203,Medio
P0948,"Classmate Pulse 1 Subject Notebook - 240mm x 180mm , Soft Cover, 180 Pages, Single Line, Pack of 4",OfficeProducts,Bajo,300.0,300.0,0.0,4.2,419.0,1,0.9959662488225983,Bajo
P1184,"Heart Home Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Size 37 x 37 x 49, Pack of 1 (Grey & Black)-HEARTXY11447",Home&Kitchen,Medio,199.0,499.0,60.0,4.1,1996.0,1,0.5550725687210117,Alto
P0585,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics,Alto,1799.0,7990.0,77.0,3.8,17833.0,0,0.6431929023321608,Alto
P1078,"Room Heater Warmer Wall-Outlet 400 Watts Electric Handy Room Heater (Room Heaters Home for Bedroom, Reading Books, Work, bathrooms, Rooms, Offices, Home Offices,2022",Home&Kitchen,Medio,799.0,1989.0,60.0,4.3,70.0,1,0.5678163093164282,Alto
P0301,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,Alto,185.0,499.0,63.0,4.2,25.0,1,0.5383213378382062,Alto
P1391,"T TOPLINE 180 W Electric Hand Mixer,Hand Blender , Egg Beater, Cake maker , Beater Cream Mix, Food Blender, Beater for Whipping Cream Beater for Cake With 7 -Speed with spatula and oil brush",Home&Kitchen,Medio,549.0,999.0,45.0,4.0,1313.0,1,0.6167551658499688,Alto
P1052,"Pigeon Healthifry Digital Air Fryer, 360° High Speed Air Circulation Technology 1200 W with Non-Stick 4.2 L Basket - Green",Home&Kitchen,Medio,3599.0,7950.0,55.0,4.2,136.0,1,0.6639253901342022,Medio
P1290,"Melbon VM-905 2000-Watt Room Heater (ISI Certified, White Color) Ideal Electric Fan Heater for Small to Medium Room/Area (Plastic Body)",Home&Kitchen,Alto,998.0,2999.0,67.0,4.6,9.0,1,0.5532954574099027,Alto
P1210,"KENT 16068 Zoom Vacuum Cleaner for Home and Car 130 W | Cordless, Hoseless, Rechargeable HEPA Filters Vacuum Cleaner with Cyclonic Technology | Bagless Design and Multi Nozzle Operation | Blue",Home&Kitchen,Medio,6999.0,14999.0,53.0,4.1,1728.0,1,0.7550266026463245,Medio
P0041,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black),Electronics,Medio,19999.0,34999.0,43.0,4.3,27151.0,1,0.9439268213479299,Bajo
P0739,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&Accessories,Alto,599.0,3999.0,85.0,3.9,1087.0,0,0.7571561322570183,Medio
P1182,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,Home&Kitchen,Medio,649.0,999.0,35.0,3.8,49.0,0,0.6491512665570192,Alto
P0992,"ZEBRONICS Aluminium Alloy Laptop Stand, Compatible with 9-15.6 inch Laptops, 7 Angles Adjustable, Anti Slip Silicon Rubber Pads, Foldable, Velvet Pouch Inside, Zeb-NS2000 (Dark Grey)",Computers&Accessories,Medio,899.0,1999.0,55.0,4.4,1667.0,1,0.8210689348535363,Medio
P1280,Havells Zella Flap Auto Immersion Rod 1500 Watts,Home&Kitchen,Medio,1499.0,3500.0,57.0,4.1,303.0,1,0.6002989943913175,Alto
P0325,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,Medio,10499.0,19499.0,46.0,4.2,1510.0,1,0.8187196815839112,Medio
P1007,"Crucial P3 500GB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8",Computers&Accessories,Medio,3307.0,6100.0,46.0,4.3,2515.0,1,0.8710201550122133,Bajo
P0143,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories,Medio,749.0,1339.0,44.0,4.2,179692.0,1,0.9871605283793344,Bajo
P0500,"Noise Pulse 2 Max Advanced Bluetooth Calling Smart Watch with 1.85'' TFT and 550 Nits Brightness, Smart DND, 10 Days Battery, 100 Sports Mode, Smartwatch for Men and Women - (Jet Black)",Electronics,Medio,2999.0,5999.0,50.0,4.1,7148.0,1,0.6837630121182529,Medio
P1009,HP v222w 64GB USB 2.0 Pen Drive (Silver),Computers&Accessories,Alto,449.0,1300.0,65.0,4.2,4959.0,1,0.7983231455520676,Medio
P0741,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers&Accessories,Alto,289.0,999.0,71.0,4.1,401.0,1,0.7678247128638026,Medio
P0909,"Zebronics Zeb-JUKEBAR 3900, 80W Multimedia soundbar with subwoofer Supporting Bluetooth, HDMI(ARC), Coaxial Input, AUX, USB & Remote Control (Black)",Electronics,Medio,4999.0,12499.0,60.0,4.2,4541.0,1,0.7148118833034698,Medio
P0719,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,Bajo,399.0,499.0,20.0,4.3,27201.0,1,0.7758435735737543,Medio
P0876,Parker Quink Ink Bottle (Black),OfficeProducts,Bajo,90.0,100.0,10.0,4.3,3061.0,1,0.9954088600603104,Bajo
P1110,Crompton Insta Comfy 800 Watt Room Heater with 2 Heat Settings(Grey Blue),Home&Kitchen,Medio,1498.0,2300.0,35.0,3.8,95.0,0,0.6661338710458005,Medio
P0000,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories,Alto,399.0,1099.0,64.0,4.2,24269.0,1,0.8418122452257677,Medio
P1412,Prestige PIC 15.0+ 1900-Watt Induction Cooktop (Black),Home&Kitchen,Medio,3180.0,5295.0,40.0,4.2,6919.0,1,0.7075230219962035,Medio
P0607,Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),Electronics,Alto,329.0,999.0,67.0,3.9,77027.0,0,0.7818085140502704,Medio
P1442,"Larrito wooden Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change for Car, Office, Babies, humidifiers for home, air humidifier for room (WOODEN HUMIDIFIRE-A)",Home&Kitchen,Medio,499.0,799.0,38.0,3.6,212.0,0,0.6361860444273163,Alto
P0172,"Ambrane 60W / 3A Fast Charging Output Cable with Micro to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACM - AZ1, Black)",Computers&Accessories,Alto,149.0,399.0,63.0,4.0,1423.0,1,0.7868514510654288,Medio
P0574,"Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black",Electronics,Medio,599.0,1399.0,57.0,4.1,14560.0,1,0.6262563873383445,Alto
P1031,Prestige PKGSS 1.7L 1500W Electric Kettle (Stainless Steel),Home&Kitchen,Bajo,1043.0,1345.0,22.0,3.8,15592.0,0,0.7456938404442799,Medio
P0989,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380",Computers&Accessories,Medio,579.0,1090.0,47.0,4.4,3482.0,1,0.8359029498269217,Medio
P0104,"Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cable For iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch (Grey)",Computers&Accessories,Alto,349.0,999.0,65.0,4.2,13120.0,1,0.8149749492255294,Medio
